fid,Title,Path,PHOTO_ID,POI_ID,ACTION,MR_PHOTOID,POI_NAME,CATEGORY,SUB_CAT,LANDLINE,MOBILE,MOBILE_1,TOLL_FREE,POI_EMAIL,WEBSITE,SERVICE_TY,IS_EXIST,RE-OPEN DA,DAYS_OF_WO,PARENT_CHI,PARENT_ID,POINT_ADDR,STREET_ROA,SECON_SREE,LOCALITY,SUB_LOCALI,LANDMARK,CITY,POSTCODE,BUILD_LATE,BUILD_LONE,1ST_OPEN,1ST_CLOSE,2ND_OPEN,2ND_CLOSE,FRAME_1,FRAME_2,FRAME_3,REMARKS,COLLECT_ON,COLLECT_DT,PRO_RESOUR,PROD_DATE,TYPE_COLL,A_CATEGORY,A_SUB_CAT,QC_RESOURC,QIL_DMK,FISH_EYE,TRANSLATION_POI,DISPLAY_POI,BRAND_POI,FLOOR_INFO,DISPLAY_LATLON
10164,DCIM\111GOPRO\G0196045.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235848.JPG,IDN_00000235848,,,,WARKOP YUK,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315682952,106.8252268,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31567002, 106.82529184"
10165,DCIM\111GOPRO\G0196046.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235849.JPG,IDN_00000235849,,,,IRUMAH FASHION,CLOTHING STORE,OTHER,,,,,,,,OPEN,,,PARENT,,NO. 50B,JL. KEBAGUSAN RAYA ,,JAKARTA SELATAN ,,,JAKARTA,12520,-6.315633176,106.8252307,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31563770, 106.82527168"
10166,DCIM\111GOPRO\G0196047.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235850.JPG,IDN_00000235850,,,,PERTAMINI,PETROL STATION_MINI,OTHER,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315594389,106.8252392,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31559439, 106.82528534"
10167,DCIM\111GOPRO\G0196048.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235851.JPG,IDN_00000235851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10168,DCIM\111GOPRO\G0196049.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235852.JPG,IDN_00000235852,,,,BUMAH MAKAN RADANG SIDEMPUAN ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315556896,106.8252463,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,SIDEMPUAN RAGAD EATING HOUSE,YES,,GROUND FLOOR,"-6.31556789, 106.82529054"
10169,DCIM\111GOPRO\G0196050.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235853.JPG,IDN_00000235853,,,,PRIMA FRESHMART,CONVENIENCE STORE,SUPER MARKET,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315509059,106.8252515,,,,,IDN_00000235852,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31551164, 106.82529639"
10170,DCIM\111GOPRO\G0196051.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235854.JPG,IDN_00000235854,,,,WARUNG KOPI CHONI ,COFFEE SHOP,,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315468979,106.8252535,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,CHONI COFFEE SHOP,YES,,GROUND FLOOR,"-6.31547027, 106.82529054"
10171,DCIM\111GOPRO\G0196052.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235855.JPG,IDN_00000235855,,,,WARTEG BERKAH ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315428254,106.8252561,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,WARTEG BLESSINGS,YES,,GROUND FLOOR,"-6.31543115, 106.82527700"
10172,DCIM\111GOPRO\G0196053.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235856.JPG,IDN_00000235856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10173,DCIM\111GOPRO\G0196054.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235857.JPG,IDN_00000235857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10174,DCIM\111GOPRO\G0196055.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235858.JPG,IDN_00000235858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10175,DCIM\111GOPRO\G0196056.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235859.JPG,IDN_00000235859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10176,DCIM\111GOPRO\G0196057.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235860.JPG,IDN_00000235860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10177,DCIM\111GOPRO\G0196058.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235861.JPG,IDN_00000235861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10178,DCIM\111GOPRO\G0196059.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235862.JPG,IDN_00000235862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10179,DCIM\111GOPRO\G0196060.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235863.JPG,IDN_00000235863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10180,DCIM\111GOPRO\G0196061.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235864.JPG,IDN_00000235864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10181,DCIM\111GOPRO\G0196062.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235865.JPG,IDN_00000235865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10182,DCIM\111GOPRO\G0196063.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235866.JPG,IDN_00000235866,,,,MUTIARA INDAH ,HARDWARE STORES,BUILDING MATERIALS,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315081114,106.8253546,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,BEAUTIFUL PEARL,YES,,GROUND FLOOR,"-6.31511828, 106.82535103"
10183,DCIM\111GOPRO\G0196064.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235867.JPG,IDN_00000235867,,,,BUS STOP-JLN. KEBAGUSAN WATES,PUBLIC STOP,BUS STOP,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.315014207,106.8253003,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,
10184,DCIM\111GOPRO\G0196065.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235868.JPG,IDN_00000235868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10185,DCIM\111GOPRO\G0196066.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235869.JPG,IDN_00000235869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10186,DCIM\111GOPRO\G0196067.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235870.JPG,IDN_00000235870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10187,DCIM\111GOPRO\G0196068.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235871.JPG,IDN_00000235871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10188,DCIM\111GOPRO\G0196069.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235872.JPG,IDN_00000235872,,,,SEGO PECEL MAS GENDUT,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314871667,106.8253312,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,SEGO PECEL MAS FAT,YES,,GROUND FLOOR,"-6.31487425, 106.82536924"
10189,DCIM\111GOPRO\G0196070.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235873.JPG,IDN_00000235873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10190,DCIM\111GOPRO\G0196071.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235874.JPG,IDN_00000235874,,,,SEBLAK GELEDEG,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,816914172,,,,,,OPEN,,,PARENT,,,JL. KEBAGUSAN 4 RAYA ,,,,,JAKARTA,,-6.314813487,106.8253475,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31481902, 106.82537156"
10191,DCIM\111GOPRO\G0196072.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235875.JPG,IDN_00000235875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10192,DCIM\111GOPRO\G0196073.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235876.JPG,IDN_00000235876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10193,DCIM\111GOPRO\G0196074.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235877.JPG,IDN_00000235877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10194,DCIM\111GOPRO\G0196075.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235878.JPG,IDN_00000235878,,,,RUMAH MAKAN DUTA MANDIRI MASAKAN PADANG ,RESTAURANT,OTHER,,81286410730,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314713935,106.8253478,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,AMBASSADOR'S DINING HOUSE PADANG COOK,YES,,GROUND FLOOR,"-6.31471620, 106.82539948"
10195,DCIM\111GOPRO\G0196076.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235879.JPG,IDN_00000235879,,,,ERTE GYM ,TRAINING CENTRE/INSTITUTE,GYM & FITNESS CENTER,,,,,,,,OPEN,,,PARENT,,NO. 121 ,JL. KEBAGUSAN RAYA ,,,,,JAKARTA,,-6.314677734,106.825353,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31468387, 106.82539786"
10196,DCIM\111GOPRO\G0196077.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235880.JPG,IDN_00000235880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10197,DCIM\111GOPRO\G0196078.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235881.JPG,IDN_00000235881,,,,FAMILY LAUNDRY,SPECIALTY/BRANDED STORE,CLEANING & LAUNDRY,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314652356,106.8253569,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31465812, 106.82537576"
10198,DCIM\111GOPRO\G0196079.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235882.JPG,IDN_00000235882,,,,CIKAL PETSHOP & DOKTER HEWAN ,MEDICAL SERVICES/CLINICS,VETERINARY CLINIC,,82113399157,,,,,,OPEN,,,PARENT,,NO. 154,JL. KEBAGUSAN RAYA ,,,,,JAKARTA,,-6.314632483,106.825404,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,CIKAL PETSHOP & VETERINARY,YES,,GROUND FLOOR,"-6.31463087, 106.82543168"
10199,DCIM\111GOPRO\G0196080.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235883.JPG,IDN_00000235883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10200,DCIM\111GOPRO\G0196081.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235884.JPG,IDN_00000235884,,,,TOKO BESAI SINAR BARU ,HARDWARE STORES,BUILDING MATERIALS,,,,,,,,OPEN,,,PARENT,,,JL. KEBAGUSAN RAYA ,,,,,JAKARTA,,-6.31457398,106.8253774,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31452808, 106.82539720"
10201,DCIM\111GOPRO\G0196082.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235885.JPG,IDN_00000235885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10202,DCIM\111GOPRO\G0196083.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235886.JPG,IDN_00000235886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10203,DCIM\111GOPRO\G0196084.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235887.JPG,IDN_00000235887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10204,DCIM\111GOPRO\G0196085.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235888.JPG,IDN_00000235888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10205,DCIM\111GOPRO\G0196086.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235889.JPG,IDN_00000235889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10206,DCIM\111GOPRO\G0196087.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235890.JPG,IDN_00000235890,,,,BEBEK GORENG & AYAM GORENG SAMBAL KOEK ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314445984,106.8253826,16,22.3,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,FRIED DUCK & FRIED CHICKEN WITH KOEK SAMBLING,YES,,GROUND FLOOR,"-6.31445213, 106.82541086"
10207,DCIM\111GOPRO\G0196088.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235891.JPG,IDN_00000235891,,,,KEDAI STEAK HOT PLATE ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314414955,106.8253803,16,22.3,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,HOT PLATE STEAK SHOP,YES,,GROUND FLOOR,"-6.31440914, 106.82540956"
10208,DCIM\111GOPRO\G0196089.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235892.JPG,IDN_00000235892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10209,DCIM\111GOPRO\G0196090.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235893.JPG,IDN_00000235893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10210,DCIM\111GOPRO\G0196091.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235894.JPG,IDN_00000235894,,,,TOKO KUE BERKAH RASA ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,85727436501,,,,,,OPEN,,,PARENT,,,JL. KEBAGUSAN 4 RAYA ,,,,,JAKARTA,,-6.314357744,106.8253953,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31436380, 106.82541751"
10211,DCIM\111GOPRO\G0196092.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235895.JPG,IDN_00000235895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10212,DCIM\111GOPRO\G0196093.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235896.JPG,IDN_00000235896,,,,TOKO DELT TAK RONERO,SPECIALTY/BRANDED STORE,OTHER,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314309908,106.8254044,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31431540, 106.82543265"
10213,DCIM\111GOPRO\G0196094.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235897.JPG,IDN_00000235897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10214,DCIM\111GOPRO\G0196095.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235898.JPG,IDN_00000235898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10215,DCIM\111GOPRO\G0196096.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235899.JPG,IDN_00000235899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10216,DCIM\111GOPRO\G0196097.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235900.JPG,IDN_00000235900,,,,WARUNG SATE JOKO SORE,RESTAURANT,OTHER,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314238476,106.8254226,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31424106, 106.82547363"
10217,DCIM\111GOPRO\G0196098.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235901.JPG,IDN_00000235901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10218,DCIM\111GOPRO\G0196099.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235902.JPG,IDN_00000235902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10219,DCIM\111GOPRO\G0196100.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235903.JPG,IDN_00000235903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10220,DCIM\111GOPRO\G0196101.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235904.JPG,IDN_00000235904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10221,DCIM\111GOPRO\G0196102.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235905.JPG,IDN_00000235905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10222,DCIM\111GOPRO\G0196103.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235906.JPG,IDN_00000235906,,,,TAKUTIC MOTOR,MOTORCYCLE MAINTENANCE,,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314121792,106.8254349,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31412664, 106.82547785"
10223,DCIM\111GOPRO\G0196104.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235907.JPG,IDN_00000235907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10224,DCIM\111GOPRO\G0196105.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235908.JPG,IDN_00000235908,,,,ARAFAH JAYA ,CONVENIENCE STORE,GROCERY STORE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.314074925,106.8254434,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31408333, 106.82548111"
10225,DCIM\111GOPRO\G0196106.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235909.JPG,IDN_00000235909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10226,DCIM\111GOPRO\G0196107.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235910.JPG,IDN_00000235910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10227,DCIM\111GOPRO\G0196108.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235911.JPG,IDN_00000235911,,,,KEBASUSAN JAYA MOTOR,AUTO SERVICE & MAINTENANCE,OTHER,,81299781765,81318419592,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.313995736,106.8254707,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.31399897, 106.82549639"
10228,DCIM\111GOPRO\G0196109.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000235912.JPG,IDN_00000235912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
